fragment_ID,species,date,time,site,depth_m,temp_C,collector,old_tag,intake_reflectance?,status,status_date,tank,treatment,sample_time,notes
GRA-sid23-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,H,2026-05-26T00:00:00Z,2,control,T2,NA
GRA-sid01-051426,ssid,2026-05-14,na,Graceland,na,27,HML,na,NA,H,2026-05-26T00:00:00Z,12,+2C,T2,NA
GRA-sid35-051426,ssid,2026-05-14,na,Graceland,na,27,HML,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T2,NA
GRA-sid25-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T4,NA
GRA-sid14-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,H,2026-05-26T00:00:00Z,11,+4C,T5,two labelled 14? Determine which is which
GRA-sid14-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,H,2026-05-26T00:00:00Z,5,control,T5,two labelled 14? Determine which is which
GRA-sid31-051426,ssid,2026-05-14,na,Graceland,na,27,HML,na,NA,P,2026-05-26T00:00:00Z,7,control,T4,NA
GRA-sid32-051426,ssid,2026-05-14,na,Graceland,NA,27,ROS,na,NA,P,2026-05-26T00:00:00Z,11,+4C,T4,NA
GRA-sid21-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,H,2026-05-26T00:00:00Z,4,+4C,T3,NA
GRA-sid27-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T5,NA
GRA-sid22-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,H,2026-05-26T00:00:00Z,12,+2C,T4,NA
GRA-sid05-051426,ssid,2026-05-14,na,Graceland,9.5,27,HML,na,NA,H,2026-05-26T00:00:00Z,5,control,T3,NA
GRA-sid24-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,P,2026-05-26T00:00:00Z,9,+2C,T2,NA
GRA-sid20-051426,ssid,2026-05-14,na,Graceland,na,27,ROS,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T4,NA
HB-sid36-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,H,2026-05-26T00:00:00Z,12,+2C,T3,NA
HB-sid23-051426,ssid,2026-05-14,na,Hollywood,7.8,28,HML,na,NA,P,2026-05-26T00:00:00Z,9,+2C,T1,NA
HB-sid19-051426,ssid,2026-05-14,na,Hollywood,7.9,28,HML,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T2,NA
HB-sid12-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,H,2026-05-26T00:00:00Z,2,control,T4,NA
HB-sid08-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,P,2026-05-26T00:00:00Z,8,+4C,T4,NA
HB-sid11-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,H,2026-05-26T00:00:00Z,5,control,T1,NA
HB-sid02-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,P,2026-05-26T00:00:00Z,7,control,T3,NA
HB-sid04-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,H,2026-05-26T00:00:00Z,4,+4C,T2,NA
HB-sid01-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,H,2026-05-26T00:00:00Z,11,+4C,T3,NA
HB-sid07-051426,ssid,2026-05-14,na,Hollywood,7.4,28,HML,na,NA,P,2026-05-26T00:00:00Z,5,control,T2,NA
HB-sid05-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T4,NA
HB-sid16-051426,ssid,2026-05-14,na,Hollywood,na,28,ROS,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T1,NA
HB-sid20-051426,ssid,2026-05-14,na,Hollywood,8,28,HML,na,NA,H,2026-05-26T00:00:00Z,10,control,T5,NA
JR-sid10-052026,ssid,2026-05-20,na,JR's Ledge,7.8,28,HML,na,NA,P,2026-05-26T00:00:00Z,4,+4C,T4,NA
JR-sid13-052026,ssid,2026-05-20,na,JR's Ledge,7.9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,8,+4C,T2,NA
JR-sid11-052026,ssid,2026-05-20,na,JR's Ledge,7.9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,10,control,T4,NA
JR-sid28-052026,ssid,2026-05-20,na,JR's Ledge,7.8,28,HML,na,NA,H,2026-05-26T00:00:00Z,4,+4C,T4,NA
JR-sid23-052026,ssid,2026-05-20,na,JR's Ledge,8,28,HML,na,NA,P,2026-05-26T00:00:00Z,5,control,T5,NA
JR-sid29-052026,ssid,2026-05-20,na,JR's Ledge,7.4,28,HML,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T2,NA
JR-sid07-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,H,2026-05-26T00:00:00Z,8,+4C,T5,NA
JR-sid35-052026,ssid,2026-05-20,na,JR's Ledge,8.1999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T3,NA
JR-sid26-052026,ssid,2026-05-20,na,JR's Ledge,7.6,28,VRR,na,NA,P,2026-05-26T00:00:00Z,11,+4C,T2,NA
JR-sid33-052026,ssid,2026-05-20,na,JR's Ledge,7.6,28,VRR,na,NA,H,2026-05-26T00:00:00Z,9,+2C,T3,NA
JR-sid34-052026,ssid,2026-05-20,na,JR's Ledge,7.4,28,HML,na,NA,H,2026-05-26T00:00:00Z,9,+2C,T5,NA
JR-sid27-052026,ssid,2026-05-20,na,JR's Ledge,7.6,28,HML,na,NA,H,2026-05-26T00:00:00Z,7,control,T4,NA
JR-sid09-052026,ssid,2026-05-20,na,JR's Ledge,7.6,28,VRR,na,NA,H,2026-05-26T00:00:00Z,11,+4C,T3,NA
JR-sid30-052026,ssid,2026-05-20,na,JR's Ledge,7.4,28,HML,na,NA,P,2026-05-26T00:00:00Z,2,control,T2,NA
JR-sid05-052026,ssid,2026-05-20,na,JR's Ledge,7.5,28,HML,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T5,NA
JR-sid15-052026,ssid,2026-05-20,na,JR's Ledge,7.9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,2,control,T1,NA
JR-sid31-052026,ssid,2026-05-20,na,JR's Ledge,7.6,28,VRR,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T3,NA
JR-sid06-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,H,2026-05-26T00:00:00Z,10,control,T3,NA
JR-sid01-052026,ssid,2026-05-20,na,JR's Ledge,7.3,28,VRR,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T1,NA
JR-sid38-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,P,2026-05-26T00:00:00Z,7,control,T1,NA
JR-sid19-052026,ssid,2026-05-20,na,JR's Ledge,7.8,28,HML,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T4,split in 2
JR-sid20-052026,ssid,2026-05-20,na,JR's Ledge,8.1999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,12,+2C,T2,NA
JR-sid17-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,P,2026-05-26T00:00:00Z,12,+2C,T1,NA
JR-sid22-052026,ssid,2026-05-20,na,JR's Ledge,7.5,28,HML,na,NA,H,2026-05-26T00:00:00Z,9,+2C,T4,NA
JR-sid37-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,P,2026-05-26T00:00:00Z,7,control,T3,split in 2
JR-sid24-052026,ssid,2026-05-20,na,JR's Ledge,7.9,28,VRR,na,NA,H,2026-05-26T00:00:00Z,5,control,T2,NA
JR-sid32-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,P,2026-05-26T00:00:00Z,8,+4C,T1,NA
JR-sid04-052026,ssid,2026-05-20,na,JR's Ledge,8.1999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T4,NA
JR-sid36-052026,ssid,2026-05-20,na,JR's Ledge,7.2,28,HML,na,NA,P,2026-05-26T00:00:00Z,10,control,T5,NA
REV-sid35-052026,ssid,2026-05-20,na,Reverse Reef,na,28,na,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T5,NA
REV-sid33-052026,ssid,2026-05-20,na,Reverse Reef,9.3000000000000007,28,VRR,na,NA,P,2026-05-26T00:00:00Z,11,+4C,T4,NA
REV-sid19-052026,ssid,2026-05-20,na,Reverse Reef,8.6999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,2,control,T5,NA
REV-sid07-052026,ssid,2026-05-20,na,Reverse Reef,9.3000000000000007,28,VRR,na,NA,P,2026-05-26T00:00:00Z,4,+4C,T1,some tissue removed during collection
REV-sid27-052026,ssid,2026-05-20,na,Reverse Reef,8.6999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,2,control,T2,NA
REV-sid22-052026,ssid,2026-05-20,na,Reverse Reef,8.5,28,HML,na,NA,P,2026-05-26T00:00:00Z,8,+4C,T5,NA
REV-sid03-052026,ssid,2026-05-20,na,Reverse Reef,9.3000000000000007,28,VRR,na,NA,P,2026-05-26T00:00:00Z,9,+2C,T4,NA
REV-sid32-052026,ssid,2026-05-20,na,Reverse Reef,8.6999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,7,control,T3,NA
REV-sid16-052026,ssid,2026-05-20,na,Reverse Reef,9.6999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T4,NA
REV-sid01-052026,ssid,2026-05-20,na,Reverse Reef,9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,11,+4C,T5,NA
REV-sid02-052026,ssid,2026-05-20,na,Reverse Reef,9,28,VRR,na,NA,H,2026-05-26T00:00:00Z,8,+4C,T3,NA
REV-sid04-052026,ssid,2026-05-20,na,Reverse Reef,9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,4,+4C,T2,NA
REV-sid12-052026,ssid,2026-05-20,na,Reverse Reef,8.6999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T1,NA
REV-sid25-052026,ssid,2026-05-20,na,Reverse Reef,8.6999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,10,control,T3,NA
REV-sid36-052026,ssid,2026-05-20,na,Reverse Reef,8.4,28,HML,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T4,NA
REV-sid10-052026,ssid,2026-05-20,na,Reverse Reef,8.6999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T3,NA
REV-sid09-052026,ssid,2026-05-20,na,Reverse Reef,9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,1,+4C,T2,NA
REV-sid11-052026,ssid,2026-05-20,na,Reverse Reef,9.1999999999999993,28,HML,na,NA,P,2026-05-26T00:00:00Z,7,control,T2,NA
REV-sid20-052026,ssid,2026-05-20,na,Reverse Reef,9,28,VRR,na,NA,H,2026-05-26T00:00:00Z,5,control,T4,NA
REV-sid15-052026,ssid,2026-05-20,na,Reverse Reef,9.6,28,VRR,na,NA,P,2026-05-26T00:00:00Z,9,+2C,T1,NA
REV-sid24-052026,ssid,2026-05-20,na,Reverse Reef,9,28,HML,na,NA,P,2026-05-26T00:00:00Z,5,control,T1,NA
REV-sid30-052026,ssid,2026-05-20,na,Reverse Reef,9.6999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T5,NA
REV-sid08-052026,ssid,2026-05-20,na,Reverse Reef,9.3000000000000007,28,VRR,na,NA,P,2026-05-26T00:00:00Z,4,+4C,T3,split in 2
REV-sid18-052026,ssid,2026-05-20,na,Reverse Reef,9.1999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,10,control,T1,NA
REV-sid26-052026,ssid,2026-05-20,na,Reverse Reef,9,28,VRR,na,NA,P,2026-05-26T00:00:00Z,12,+2C,T5,NA
REV-sid21-052026,ssid,2026-05-20,na,Reverse Reef,8.4,28,HML,na,NA,P,2026-05-26T00:00:00Z,5,control,T5,NA
REV-sid17-052026,ssid,2026-05-20,na,Reverse Reef,9.1,28,HML,na,NA,P,2026-05-26T00:00:00Z,2,control,T4,NA
REV-sid34-052026,ssid,2026-05-20,na,Reverse Reef,9.4,28,VRR,na,NA,P,2026-05-26T00:00:00Z,11,+4C,T5,NA
REV-sid13-052026,ssid,2026-05-20,na,Reverse Reef,8.6,28,HML,na,NA,P,2026-05-26T00:00:00Z,6,+2C,T2,NA
REV-sid28-052026,ssid,2026-05-20,na,Reverse Reef,9.1999999999999993,28,VRR,na,NA,P,2026-05-26T00:00:00Z,3,+2C,T4,NA
REV-sid23-052026,ssid,2026-05-20,na,Reverse Reef,9.3000000000000007,28,VRR,na,NA,P,2026-05-26T00:00:00Z,12,+2C,T2,NA
REV-sid14-052026,ssid,2026-05-20,na,Reverse Reef,8.6,28,HML,na,NA,P,2026-05-26T00:00:00Z,12,+2C,T3,NA
sc-ssid21-04182026,ssid,2026-04-18,na,South Canyon,5.2,27,NIR,na,NA,H,2026-05-26T00:00:00Z,11,+4C,T5,NA
sc-ssid07-04182026,ssid,2026-04-18,na,South Canyon,4.9000000000000004,26,HML,na,NA,H,2026-05-26T00:00:00Z,10,control,T1,NA
sc-ssid20-04182026,ssid,2026-04-18,na,South Canyon,5.2,26,HML,na,NA,H,2026-05-26T00:00:00Z,10,control,T2,Double sid and rad!
sc-ssid18-04182026,ssid,2026-04-18,na,South Canyon,5,27,NIR,na,NA,H,2026-05-26T00:00:00Z,1,+4C,T3,NA
sc-ssid17-04182026,ssid,2026-04-18,na,South Canyon,5.3,26,HML,na,NA,H,2026-05-26T00:00:00Z,6,+2C,T4,NA
sc-ssid01-04182026,ssid,2026-04-18,na,South Canyon,5.2,27,NIR,na,NA,H,2026-05-26T00:00:00Z,8,+4C,T2,NA
sc-ssid02-04182026,ssid,2026-04-18,na,South Canyon,5,27,NIR,na,NA,H,2026-05-26T00:00:00Z,9,+2C,T2,NA
sc-ssid26-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,26,HML,na,NA,H,2026-05-26T00:00:00Z,7,control,T5,NA
sc-ssid24-04182026,ssid,2026-04-18,na,South Canyon,5.2,26,HML,na,NA,H,2026-05-26T00:00:00Z,4,+4C,T1,NA
sc-ssid13-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,27,NIR,na,NA,H,2026-05-26T00:00:00Z,3,+2C,T2,NA
sc-ssid23-04182026,ssid,2026-04-18,na,South Canyon,5,26,HML,na,NA,H,2026-05-26T00:00:00Z,8,+4C,T3,NA
sc-ssid03-04182026,ssid,2026-04-18,na,South Canyon,5.2,27,NIR,na,NA,H,2026-05-26T00:00:00Z,6,+2C,T3,NA
sc-ssid27-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,26,HML,na,NA,H,2026-05-26T00:00:00Z,2,control,T2,NA
sc-ssid22-04182026,ssid,2026-04-18,na,South Canyon,5.3,26,HML,na,NA,H,2026-05-26T00:00:00Z,7,control,T3,NA
sc-ssid05-04182026,ssid,2026-04-18,na,South Canyon,5.2,26,HML,na,NA,H,2026-05-26T00:00:00Z,12,+2C,T3,NA
sc-ssid15-04182026,ssid,2026-04-18,na,South Canyon,5.3,27,NIR,na,NA,H,2026-05-26T00:00:00Z,7,control,T3,NA
sc-ssid12-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,27,NIR,na,NA,H,2026-05-26T00:00:00Z,9,+2C,T5,NA
sc-ssid09-04182026,ssid,2026-04-18,na,South Canyon,na,27,NIR,na,NA,H,2026-05-26T00:00:00Z,11,+4C,T4,NA
sc-ssid09-04182026,ssid,2026-04-18,na,South Canyon,na,26,HML,na,NA,H,2026-05-26T00:00:00Z,2,control,T5,more circular frag
sc-ssid06-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,27,NIR,na,NA,H,2026-05-26T00:00:00Z,4,+4C,T2,NA
sc-ssid14-04182026,ssid,2026-04-18,na,South Canyon,5,27,NIR,na,NA,P,2026-05-26T00:00:00Z,12,+2C,T1,NA
sc-ssid10-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,26,HML,na,NA,H,2026-05-26T00:00:00Z,3,+2C,T1,more rectangular frag
sc-ssid04-04182026,ssid,2026-04-18,na,South Canyon,5.2,27,NIR,na,NA,H,2026-05-26T00:00:00Z,12,+2C,T5,NA
sc-ssid19-04182026,ssid,2026-04-18,na,South Canyon,4.8,26,HML,na,NA,H,2026-05-26T00:00:00Z,1,+4C,T1,NA
sc-ssid08-04182026,ssid,2026-04-18,na,South Canyon,5.2,26,HML,na,NA,H,2026-05-26T00:00:00Z,9,+2C,T4,NA
sc-ssid29-04182026,ssid,2026-04-18,na,South Canyon,5.3,27,NIR,na,NA,H,2026-05-26T00:00:00Z,10,control,T4,NA
sc-ssid16-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,27,NIR,na,NA,H,2026-05-26T00:00:00Z,5,control,T4,NA
sc-ssid30-04182026,ssid,2026-04-18,na,South Canyon,5.2,27,NIR,na,NA,H,2026-05-26T00:00:00Z,11,+4C,T5,NA
sc-ssid25-04182026,ssid,2026-04-18,na,South Canyon,4.9000000000000004,26,HML,na,NA,H,2026-05-26T00:00:00Z,5,control,T1,NA
sc-ssid28-04182026,ssid,2026-04-18,na,South Canyon,5.0999999999999996,26,HML,na,NA,H,2026-05-26T00:00:00Z,8,+4C,T4,NA
